location,year,month,day,hour,minutes,seconds,temperature(C)
studyroom,2017,8,20,20,4,34,20.94
studyroom,2017,8,20,20,5,35,21.00
studyroom,2017,8,20,20,6,35,21.00
studyroom,2017,8,20,20,7,36,21.00
studyroom,2017,8,20,20,8,37,21.06
studyroom,2017,8,20,20,9,38,21.06
studyroom,2017,8,20,20,10,38,21.06
studyroom,2017,8,20,20,11,39,21.06
studyroom,2017,8,20,20,12,40,21.06
studyroom,2017,8,20,20,13,40,21.12
studyroom,2017,8,20,20,14,41,21.12
studyroom,2017,8,20,20,15,42,21.19
studyroom,2017,8,20,20,16,43,21.19
studyroom,2017,8,20,20,17,43,21.19
studyroom,2017,8,20,20,18,44,21.19
studyroom,2017,8,20,20,19,45,21.19
studyroom,2017,8,20,20,20,46,21.25
studyroom,2017,8,20,20,21,46,21.25
studyroom,2017,8,20,20,22,47,21.25
studyroom,2017,8,20,20,23,48,21.25
studyroom,2017,8,20,20,24,48,21.19
studyroom,2017,8,20,20,25,49,21.25
studyroom,2017,8,20,20,26,50,21.19
studyroom,2017,8,20,20,27,51,21.19
studyroom,2017,8,20,20,28,51,21.19
studyroom,2017,8,20,20,29,52,21.19
studyroom,2017,8,20,20,30,53,21.19
studyroom,2017,8,20,20,31,53,21.19
studyroom,2017,8,20,20,32,54,21.19
studyroom,2017,8,20,20,33,55,21.19
studyroom,2017,8,20,20,34,56,21.19
studyroom,2017,8,20,20,35,56,21.19
studyroom,2017,8,20,20,36,57,21.12
studyroom,2017,8,20,20,37,58,21.12
studyroom,2017,8,20,20,38,58,21.12
studyroom,2017,8,20,20,39,59,21.06
studyroom,2017,8,20,20,41,0,21.12
studyroom,2017,8,20,20,42,1,21.12
studyroom,2017,8,20,20,43,1,21.19
studyroom,2017,8,20,20,44,2,21.12
studyroom,2017,8,20,20,45,3,21.12
studyroom,2017,8,20,20,46,3,21.12
studyroom,2017,8,20,20,47,4,21.12
studyroom,2017,8,20,20,48,5,21.06
studyroom,2017,8,20,20,49,6,21.06
studyroom,2017,8,20,20,50,6,21.06
studyroom,2017,8,20,20,51,7,21.12
studyroom,2017,8,20,20,52,8,21.12
studyroom,2017,8,20,20,53,9,21.12
studyroom,2017,8,20,20,54,9,21.12
studyroom,2017,8,20,20,55,10,21.19
studyroom,2017,8,20,20,56,11,21.19
studyroom,2017,8,20,20,57,11,21.19
studyroom,2017,8,20,20,58,12,21.25
studyroom,2017,8,20,20,59,13,21.25
studyroom,2017,8,20,21,0,13,21.25
studyroom,2017,8,20,21,1,14,21.25
studyroom,2017,8,20,21,2,15,21.25
studyroom,2017,8,20,21,3,16,21.25
studyroom,2017,8,20,21,4,16,21.25
studyroom,2017,8,20,21,5,17,21.25
studyroom,2017,8,20,21,6,18,21.25
studyroom,2017,8,20,21,7,18,21.25
studyroom,2017,8,20,21,8,19,21.25
studyroom,2017,8,20,21,9,20,21.25
studyroom,2017,8,20,21,10,20,21.25
studyroom,2017,8,20,21,11,21,21.25
studyroom,2017,8,20,21,12,22,21.25
studyroom,2017,8,20,21,13,23,21.19
studyroom,2017,8,20,21,14,23,21.19
studyroom,2017,8,20,21,15,24,21.19
studyroom,2017,8,20,21,16,25,21.19
studyroom,2017,8,20,21,17,26,21.25
studyroom,2017,8,20,21,18,26,21.25
studyroom,2017,8,20,21,19,27,21.25
studyroom,2017,8,20,21,20,28,21.25
studyroom,2017,8,20,21,21,29,21.25
studyroom,2017,8,20,21,22,29,21.25
studyroom,2017,8,20,21,23,30,21.25
studyroom,2017,8,20,21,24,31,21.25
studyroom,2017,8,20,21,25,31,21.25
studyroom,2017,8,20,21,26,32,21.31
studyroom,2017,8,20,21,27,33,21.31
studyroom,2017,8,20,21,28,34,21.25
studyroom,2017,8,20,21,29,34,21.31
studyroom,2017,8,20,21,30,35,21.31
studyroom,2017,8,20,21,31,36,21.31
studyroom,2017,8,20,21,32,36,21.31
studyroom,2017,8,20,21,33,37,21.31
studyroom,2017,8,20,21,34,38,21.31
studyroom,2017,8,20,21,35,38,21.31
studyroom,2017,8,20,21,36,39,21.31
studyroom,2017,8,20,21,37,40,21.31
studyroom,2017,8,20,21,38,41,21.31
studyroom,2017,8,20,21,39,41,21.31
studyroom,2017,8,20,21,40,42,21.31
studyroom,2017,8,20,21,41,43,21.31
studyroom,2017,8,20,21,42,43,21.31
studyroom,2017,8,20,21,43,44,21.31
studyroom,2017,8,20,21,44,45,21.31
studyroom,2017,8,20,21,45,45,21.38
studyroom,2017,8,20,21,46,46,21.38
studyroom,2017,8,20,21,47,47,21.38
studyroom,2017,8,20,21,48,47,21.38
studyroom,2017,8,20,21,49,48,21.38
studyroom,2017,8,20,21,50,49,21.38
studyroom,2017,8,20,21,51,50,21.38
studyroom,2017,8,20,21,52,50,21.38
studyroom,2017,8,20,21,53,51,21.38
studyroom,2017,8,20,21,54,52,21.31
studyroom,2017,8,20,21,55,52,21.31
studyroom,2017,8,20,21,56,53,21.31
studyroom,2017,8,20,21,57,54,21.38
studyroom,2017,8,20,21,58,54,21.38
studyroom,2017,8,20,21,59,55,21.38
studyroom,2017,8,20,22,0,56,21.38
studyroom,2017,8,20,22,1,56,21.38
studyroom,2017,8,20,22,2,57,21.38
studyroom,2017,8,20,22,3,58,21.31
studyroom,2017,8,20,22,4,58,21.38
studyroom,2017,8,20,22,5,59,21.38
studyroom,2017,8,20,22,7,0,21.38
studyroom,2017,8,20,22,8,0,21.38
studyroom,2017,8,20,22,9,1,21.38
studyroom,2017,8,20,22,10,2,21.38
studyroom,2017,8,20,22,11,2,21.38
studyroom,2017,8,20,22,12,3,21.38
studyroom,2017,8,20,22,13,4,21.31
studyroom,2017,8,20,22,14,4,21.38
studyroom,2017,8,20,22,15,5,21.38
studyroom,2017,8,20,22,16,6,21.38
studyroom,2017,8,20,22,17,6,21.38
studyroom,2017,8,20,22,18,7,21.38
studyroom,2017,8,20,22,19,7,21.38
studyroom,2017,8,20,22,20,8,21.38
studyroom,2017,8,20,22,21,9,21.38
studyroom,2017,8,20,22,22,9,21.38
studyroom,2017,8,20,22,23,10,21.38
studyroom,2017,8,20,22,24,11,21.38
studyroom,2017,8,20,22,25,11,21.38
studyroom,2017,8,20,22,26,12,21.38
studyroom,2017,8,20,22,27,13,21.38
studyroom,2017,8,20,22,28,13,21.38
studyroom,2017,8,20,22,29,14,21.38
studyroom,2017,8,20,22,30,15,21.38
studyroom,2017,8,20,22,31,15,21.38
studyroom,2017,8,20,22,32,16,21.38
studyroom,2017,8,20,22,33,17,21.38
studyroom,2017,8,20,22,34,17,21.38
studyroom,2017,8,20,22,35,18,21.38
studyroom,2017,8,20,22,36,18,21.38
studyroom,2017,8,20,22,37,19,21.38
studyroom,2017,8,20,22,38,20,21.38
studyroom,2017,8,20,22,39,20,21.38
studyroom,2017,8,20,22,40,21,21.38
studyroom,2017,8,20,22,41,22,21.38
studyroom,2017,8,20,22,42,22,21.38
studyroom,2017,8,20,22,43,23,21.38
studyroom,2017,8,20,22,44,24,21.38
studyroom,2017,8,20,22,45,25,21.38
studyroom,2017,8,20,22,46,25,21.38
studyroom,2017,8,20,22,47,26,21.38
studyroom,2017,8,20,22,48,27,21.38
studyroom,2017,8,20,22,49,27,21.38
studyroom,2017,8,20,22,50,28,21.38
studyroom,2017,8,20,22,51,29,21.38
studyroom,2017,8,20,22,52,29,21.38
studyroom,2017,8,20,22,53,30,21.38
studyroom,2017,8,20,22,54,31,21.38
studyroom,2017,8,20,22,55,32,21.38
studyroom,2017,8,20,22,56,32,21.38
studyroom,2017,8,20,22,57,33,21.38
studyroom,2017,8,20,22,58,34,21.38
studyroom,2017,8,20,22,59,34,21.38
studyroom,2017,8,20,23,0,35,21.38
studyroom,2017,8,20,23,1,35,21.38
studyroom,2017,8,20,23,2,36,21.38
studyroom,2017,8,20,23,3,37,21.31
studyroom,2017,8,20,23,4,37,21.38
studyroom,2017,8,20,23,5,38,21.38
studyroom,2017,8,20,23,6,39,21.38
studyroom,2017,8,20,23,7,39,21.38
studyroom,2017,8,20,23,8,40,21.38
studyroom,2017,8,20,23,9,41,21.38
studyroom,2017,8,20,23,10,41,21.31
studyroom,2017,8,20,23,11,42,21.31
studyroom,2017,8,20,23,12,43,21.38
studyroom,2017,8,20,23,13,43,21.31
studyroom,2017,8,20,23,14,44,21.31
studyroom,2017,8,20,23,15,45,21.31
studyroom,2017,8,20,23,16,45,21.31
studyroom,2017,8,20,23,17,46,21.31
studyroom,2017,8,20,23,18,46,21.31
studyroom,2017,8,20,23,19,47,21.31
studyroom,2017,8,20,23,20,48,21.38
studyroom,2017,8,20,23,21,48,21.31
studyroom,2017,8,20,23,22,49,21.31
studyroom,2017,8,20,23,23,50,21.31
studyroom,2017,8,20,23,24,50,21.31
studyroom,2017,8,20,23,25,51,21.31
studyroom,2017,8,20,23,26,52,21.31
studyroom,2017,8,20,23,27,52,21.31
studyroom,2017,8,20,23,28,53,21.31
studyroom,2017,8,20,23,29,53,21.31
studyroom,2017,8,20,23,30,54,21.31
studyroom,2017,8,20,23,31,55,21.31
studyroom,2017,8,20,23,32,55,21.31
studyroom,2017,8,20,23,33,56,21.31
studyroom,2017,8,20,23,34,57,21.31
studyroom,2017,8,20,23,35,57,21.31
studyroom,2017,8,20,23,36,58,21.31
studyroom,2017,8,20,23,37,58,21.31
studyroom,2017,8,20,23,38,59,21.31
studyroom,2017,8,20,23,40,0,21.31
studyroom,2017,8,20,23,41,0,21.31
studyroom,2017,8,20,23,42,1,21.25
studyroom,2017,8,20,23,43,1,21.25
studyroom,2017,8,20,23,44,2,21.25
studyroom,2017,8,20,23,45,3,21.25
studyroom,2017,8,20,23,46,3,21.25
studyroom,2017,8,20,23,47,4,21.25
studyroom,2017,8,20,23,48,4,21.25
studyroom,2017,8,20,23,49,5,21.25
studyroom,2017,8,20,23,50,5,21.25
studyroom,2017,8,20,23,51,6,21.25
studyroom,2017,8,20,23,52,7,21.25
studyroom,2017,8,20,23,53,7,21.25
studyroom,2017,8,20,23,54,8,21.25
studyroom,2017,8,20,23,55,9,21.19
studyroom,2017,8,20,23,56,9,21.19
studyroom,2017,8,20,23,57,10,21.19
studyroom,2017,8,20,23,58,10,21.19
studyroom,2017,8,20,23,59,11,21.19
studyroom,2017,8,20,24,0,11,21.19
studyroom,2017,8,20,24,1,12,21.19
studyroom,2017,8,20,24,2,13,21.19
studyroom,2017,8,20,24,3,13,21.19
studyroom,2017,8,20,24,4,14,21.19
studyroom,2017,8,20,24,5,14,21.19
studyroom,2017,8,20,24,6,15,21.19
studyroom,2017,8,20,24,7,16,21.12
studyroom,2017,8,20,24,8,16,21.12
studyroom,2017,8,20,24,9,17,21.12
studyroom,2017,8,20,24,10,17,21.12
studyroom,2017,8,20,24,11,18,21.12
studyroom,2017,8,20,24,12,18,21.12
studyroom,2017,8,20,24,13,19,21.12
studyroom,2017,8,20,24,14,20,21.12
studyroom,2017,8,20,24,15,20,21.12
studyroom,2017,8,20,24,16,21,21.12
studyroom,2017,8,20,24,17,21,21.12
studyroom,2017,8,20,24,18,22,21.19
studyroom,2017,8,20,24,19,23,21.19
studyroom,2017,8,20,24,20,23,21.19
studyroom,2017,8,20,24,21,24,21.19
studyroom,2017,8,20,24,22,25,21.12
studyroom,2017,8,20,24,23,25,21.12
studyroom,2017,8,20,24,24,26,21.12
studyroom,2017,8,20,24,25,27,21.12
studyroom,2017,8,20,24,26,27,21.12
studyroom,2017,8,20,24,27,28,21.06
studyroom,2017,8,20,24,28,29,21.06
studyroom,2017,8,20,24,29,29,21.06
studyroom,2017,8,20,24,30,30,21.06
studyroom,2017,8,20,24,31,30,21.06
studyroom,2017,8,20,24,32,31,21.06
studyroom,2017,8,20,24,33,32,21.06
studyroom,2017,8,20,24,34,32,21.06
studyroom,2017,8,20,24,35,33,21.06
studyroom,2017,8,20,24,36,33,21.06
studyroom,2017,8,20,24,37,34,21.06
studyroom,2017,8,20,24,38,35,21.06
studyroom,2017,8,20,24,39,35,21.06
studyroom,2017,8,20,24,40,36,21.06
studyroom,2017,8,20,24,41,37,21.00
studyroom,2017,8,20,24,42,37,21.06
studyroom,2017,8,20,24,43,38,21.06
studyroom,2017,8,20,24,44,39,21.06
studyroom,2017,8,20,24,45,39,21.06
studyroom,2017,8,20,24,46,40,21.12
studyroom,2017,8,20,24,47,41,21.12
studyroom,2017,8,20,24,48,41,21.06
studyroom,2017,8,20,24,49,42,21.06
studyroom,2017,8,20,24,50,43,21.00
studyroom,2017,8,20,24,51,43,21.00
studyroom,2017,8,20,24,52,44,20.94
studyroom,2017,8,20,24,53,45,20.94
studyroom,2017,8,20,24,54,46,20.88
studyroom,2017,8,20,24,55,46,20.88
studyroom,2017,8,20,24,56,47,20.81
studyroom,2017,8,20,24,57,48,20.81
studyroom,2017,8,20,24,58,48,20.81
studyroom,2017,8,20,24,59,49,20.81
studyroom,2017,8,20,25,0,50,20.81
studyroom,2017,8,20,25,1,51,20.81
studyroom,2017,8,20,25,2,51,20.75
studyroom,2017,8,20,25,3,52,20.75
studyroom,2017,8,20,25,4,53,20.75
studyroom,2017,8,20,25,5,54,20.75
studyroom,2017,8,20,25,6,54,20.75
studyroom,2017,8,20,25,7,55,20.69
studyroom,2017,8,20,25,8,56,20.69
studyroom,2017,8,20,25,9,57,20.69
studyroom,2017,8,20,25,10,57,20.69
studyroom,2017,8,20,25,11,58,20.69
studyroom,2017,8,20,25,12,59,20.69
studyroom,2017,8,20,25,14,0,20.69
studyroom,2017,8,20,25,15,1,20.69
studyroom,2017,8,20,25,16,1,20.69
studyroom,2017,8,20,25,17,2,20.69
studyroom,2017,8,20,25,18,3,20.69
studyroom,2017,8,20,25,19,4,20.63
studyroom,2017,8,20,25,20,5,20.63
studyroom,2017,8,20,25,21,5,20.63
studyroom,2017,8,20,25,22,6,20.69
studyroom,2017,8,20,25,23,7,20.63
studyroom,2017,8,20,25,24,8,20.63
studyroom,2017,8,20,25,25,8,20.63
studyroom,2017,8,20,25,26,9,20.63
studyroom,2017,8,20,25,27,10,20.63
studyroom,2017,8,20,25,28,11,20.63
studyroom,2017,8,20,25,29,12,20.63
studyroom,2017,8,20,25,30,12,20.63
studyroom,2017,8,20,25,31,13,20.56
studyroom,2017,8,20,25,32,14,20.56
studyroom,2017,8,20,25,33,15,20.56
studyroom,2017,8,20,25,34,16,20.56
studyroom,2017,8,20,25,35,17,20.56
studyroom,2017,8,20,25,36,17,20.56
studyroom,2017,8,20,25,37,18,20.56
studyroom,2017,8,20,25,38,19,20.56
studyroom,2017,8,20,25,39,20,20.63
studyroom,2017,8,20,25,40,21,20.63
studyroom,2017,8,20,25,41,21,20.56
studyroom,2017,8,20,25,42,22,20.56
studyroom,2017,8,20,25,43,23,20.56
studyroom,2017,8,20,25,44,24,20.56
studyroom,2017,8,20,25,45,25,20.56
studyroom,2017,8,20,25,46,26,20.56
studyroom,2017,8,20,25,47,26,20.56
studyroom,2017,8,20,25,48,27,20.63
studyroom,2017,8,20,25,49,28,20.63
studyroom,2017,8,20,25,50,29,20.56
studyroom,2017,8,20,25,51,30,20.56
studyroom,2017,8,20,25,52,31,20.56
studyroom,2017,8,20,25,53,31,20.56
studyroom,2017,8,20,25,54,32,20.56
studyroom,2017,8,20,25,55,33,20.56
studyroom,2017,8,20,25,56,34,20.56
studyroom,2017,8,20,25,57,35,20.56
studyroom,2017,8,20,25,58,36,20.50
studyroom,2017,8,20,25,59,36,20.50
studyroom,2017,8,21,2,0,37,20.50
studyroom,2017,8,21,2,1,38,20.50
studyroom,2017,8,21,2,2,39,20.50
studyroom,2017,8,21,2,3,40,20.50
studyroom,2017,8,21,2,4,41,20.50
studyroom,2017,8,21,2,5,41,20.56
studyroom,2017,8,21,2,6,42,20.56
studyroom,2017,8,21,2,7,43,20.56
studyroom,2017,8,21,2,8,44,20.50
studyroom,2017,8,21,2,9,45,20.50
studyroom,2017,8,21,2,10,46,20.50
studyroom,2017,8,21,2,11,47,20.50
studyroom,2017,8,21,2,12,47,20.50
studyroom,2017,8,21,2,13,48,20.50
studyroom,2017,8,21,2,14,49,20.50
studyroom,2017,8,21,2,15,50,20.44
studyroom,2017,8,21,2,16,51,20.44
studyroom,2017,8,21,2,17,52,20.44
studyroom,2017,8,21,2,18,53,20.44
studyroom,2017,8,21,2,19,53,20.44
studyroom,2017,8,21,2,20,54,20.44
studyroom,2017,8,21,2,21,55,20.44
studyroom,2017,8,21,2,22,56,20.44
studyroom,2017,8,21,2,23,57,20.44
studyroom,2017,8,21,2,24,58,20.50
studyroom,2017,8,21,2,25,59,20.50
studyroom,2017,8,21,2,26,59,20.50
studyroom,2017,8,21,2,28,0,20.50
studyroom,2017,8,21,2,29,1,20.50
studyroom,2017,8,21,2,30,2,20.50
studyroom,2017,8,21,2,31,3,20.44
studyroom,2017,8,21,2,32,4,20.44
studyroom,2017,8,21,2,33,5,20.44
studyroom,2017,8,21,2,34,6,20.44
studyroom,2017,8,21,2,35,7,20.44
studyroom,2017,8,21,2,36,7,20.50
studyroom,2017,8,21,2,37,8,20.50
studyroom,2017,8,21,2,38,9,20.44
studyroom,2017,8,21,2,39,10,20.44
studyroom,2017,8,21,2,40,11,20.44
studyroom,2017,8,21,2,41,12,20.44
studyroom,2017,8,21,2,42,13,20.44
studyroom,2017,8,21,2,43,14,20.44
studyroom,2017,8,21,2,44,15,20.50
studyroom,2017,8,21,2,45,15,20.50
studyroom,2017,8,21,2,46,16,20.44
studyroom,2017,8,21,2,47,17,20.44
studyroom,2017,8,21,2,48,18,20.44
studyroom,2017,8,21,2,49,19,20.44
studyroom,2017,8,21,2,50,20,20.44
studyroom,2017,8,21,2,51,21,20.44
studyroom,2017,8,21,2,52,22,20.44
studyroom,2017,8,21,2,53,23,20.38
studyroom,2017,8,21,2,54,24,20.38
studyroom,2017,8,21,2,55,25,20.44
studyroom,2017,8,21,2,56,26,20.38
studyroom,2017,8,21,2,57,27,20.44
studyroom,2017,8,21,2,58,28,20.44
studyroom,2017,8,21,2,59,28,20.44
studyroom,2017,8,21,3,0,29,20.44
studyroom,2017,8,21,3,1,30,20.44
studyroom,2017,8,21,3,2,31,20.44
studyroom,2017,8,21,3,3,32,20.44
studyroom,2017,8,21,3,4,33,20.38
studyroom,2017,8,21,3,5,34,20.38
studyroom,2017,8,21,3,6,35,20.44
studyroom,2017,8,21,3,7,36,20.44
studyroom,2017,8,21,3,8,37,20.38
studyroom,2017,8,21,3,9,38,20.38
studyroom,2017,8,21,3,10,39,20.38
studyroom,2017,8,21,3,11,40,20.31
studyroom,2017,8,21,3,12,41,20.31
studyroom,2017,8,21,3,13,41,20.31
studyroom,2017,8,21,3,14,42,20.31
studyroom,2017,8,21,3,15,43,20.25
studyroom,2017,8,21,3,16,44,20.31
studyroom,2017,8,21,3,17,45,20.31
studyroom,2017,8,21,3,18,46,20.31
studyroom,2017,8,21,3,19,47,20.31
studyroom,2017,8,21,3,20,48,20.31
studyroom,2017,8,21,3,21,49,20.31
studyroom,2017,8,21,3,22,50,20.38
studyroom,2017,8,21,3,23,51,20.31
studyroom,2017,8,21,3,24,52,20.31
studyroom,2017,8,21,3,25,53,20.31
studyroom,2017,8,21,3,26,54,20.31
studyroom,2017,8,21,3,27,55,20.31
studyroom,2017,8,21,3,28,56,20.31
studyroom,2017,8,21,3,29,57,20.31
studyroom,2017,8,21,3,30,58,20.31
studyroom,2017,8,21,3,31,59,20.31
studyroom,2017,8,21,3,33,0,20.31
studyroom,2017,8,21,3,34,1,20.31
studyroom,2017,8,21,3,35,2,20.31
studyroom,2017,8,21,3,36,3,20.31
studyroom,2017,8,21,3,37,4,20.25
studyroom,2017,8,21,3,38,5,20.31
studyroom,2017,8,21,3,39,6,20.31
studyroom,2017,8,21,3,40,7,20.31
studyroom,2017,8,21,3,41,8,20.31
studyroom,2017,8,21,3,42,9,20.38
studyroom,2017,8,21,3,43,10,20.31
studyroom,2017,8,21,3,44,11,20.38
studyroom,2017,8,21,3,45,12,20.38
studyroom,2017,8,21,3,46,13,20.31
studyroom,2017,8,21,3,47,14,20.31
studyroom,2017,8,21,3,48,15,20.25
studyroom,2017,8,21,3,49,16,20.25
studyroom,2017,8,21,3,50,17,20.25
studyroom,2017,8,21,3,51,18,20.25
studyroom,2017,8,21,3,52,19,20.25
studyroom,2017,8,21,3,53,20,20.25
studyroom,2017,8,21,3,54,21,20.25
studyroom,2017,8,21,3,55,22,20.25
studyroom,2017,8,21,3,56,23,20.25
studyroom,2017,8,21,3,57,24,20.25
studyroom,2017,8,21,3,58,25,20.25
studyroom,2017,8,21,3,59,26,20.25
studyroom,2017,8,21,4,0,27,20.25
studyroom,2017,8,21,4,1,28,20.25
studyroom,2017,8,21,4,2,29,20.25
studyroom,2017,8,21,4,3,30,20.25
studyroom,2017,8,21,4,4,31,20.25
studyroom,2017,8,21,4,5,32,20.25
studyroom,2017,8,21,4,6,33,20.25
studyroom,2017,8,21,4,7,34,20.25
studyroom,2017,8,21,4,8,35,20.25
studyroom,2017,8,21,4,9,36,20.25
studyroom,2017,8,21,4,10,37,20.25
studyroom,2017,8,21,4,11,38,20.25
studyroom,2017,8,21,4,12,39,20.25
studyroom,2017,8,21,4,13,40,20.25
studyroom,2017,8,21,4,14,42,20.19
studyroom,2017,8,21,4,15,43,20.25
studyroom,2017,8,21,4,16,44,20.19
studyroom,2017,8,21,4,17,45,20.25
studyroom,2017,8,21,4,18,46,20.19
studyroom,2017,8,21,4,19,47,20.19
studyroom,2017,8,21,4,20,48,20.19
studyroom,2017,8,21,4,21,49,20.19
studyroom,2017,8,21,4,22,50,20.19
studyroom,2017,8,21,4,23,51,20.19
studyroom,2017,8,21,4,24,52,20.19
studyroom,2017,8,21,4,25,53,20.19
studyroom,2017,8,21,4,26,54,20.19
studyroom,2017,8,21,4,27,55,20.19
studyroom,2017,8,21,4,28,56,20.19
studyroom,2017,8,21,4,29,57,20.19
studyroom,2017,8,21,4,30,58,20.13
studyroom,2017,8,21,4,31,59,20.13
studyroom,2017,8,21,4,33,0,20.19
studyroom,2017,8,21,4,34,1,20.13
studyroom,2017,8,21,4,35,2,20.13
studyroom,2017,8,21,4,36,3,20.13
studyroom,2017,8,21,4,37,5,20.19
studyroom,2017,8,21,4,38,6,20.19
studyroom,2017,8,21,4,39,7,20.19
studyroom,2017,8,21,4,40,8,20.19
studyroom,2017,8,21,4,41,9,20.19
studyroom,2017,8,21,4,42,10,20.19
studyroom,2017,8,21,4,43,11,20.19
studyroom,2017,8,21,4,44,12,20.19
studyroom,2017,8,21,4,45,13,20.19
studyroom,2017,8,21,4,46,14,20.13
studyroom,2017,8,21,4,47,15,20.13
studyroom,2017,8,21,4,48,16,20.13
studyroom,2017,8,21,4,49,17,20.13
studyroom,2017,8,21,4,50,18,20.13
studyroom,2017,8,21,4,51,19,20.13
studyroom,2017,8,21,4,52,20,20.13
studyroom,2017,8,21,4,53,21,20.13
studyroom,2017,8,21,4,54,23,20.13
studyroom,2017,8,21,4,55,24,20.13
studyroom,2017,8,21,4,56,25,20.13
studyroom,2017,8,21,4,57,26,20.13
studyroom,2017,8,21,4,58,27,20.13
studyroom,2017,8,21,4,59,28,20.06
studyroom,2017,8,21,5,0,29,20.06
studyroom,2017,8,21,5,1,30,20.06
studyroom,2017,8,21,5,2,31,20.06
studyroom,2017,8,21,5,3,33,20.06
studyroom,2017,8,21,5,4,34,20.06
studyroom,2017,8,21,5,5,35,20.06
studyroom,2017,8,21,5,6,36,20.06
studyroom,2017,8,21,5,7,37,20.06
studyroom,2017,8,21,5,8,38,20.00
studyroom,2017,8,21,5,9,39,20.00
studyroom,2017,8,21,5,10,40,20.06
studyroom,2017,8,21,5,11,41,20.06
studyroom,2017,8,21,5,12,42,20.06
studyroom,2017,8,21,5,13,43,20.06
studyroom,2017,8,21,5,14,45,20.06
studyroom,2017,8,21,5,15,46,20.00
studyroom,2017,8,21,5,16,47,20.00
studyroom,2017,8,21,5,17,48,20.00
studyroom,2017,8,21,5,18,49,20.00
studyroom,2017,8,21,5,19,50,20.00
studyroom,2017,8,21,5,20,51,20.00
studyroom,2017,8,21,5,21,52,20.00
studyroom,2017,8,21,5,22,53,20.00
studyroom,2017,8,21,5,23,55,20.00
studyroom,2017,8,21,5,24,56,20.00
studyroom,2017,8,21,5,25,57,20.00
studyroom,2017,8,21,5,26,58,20.00
studyroom,2017,8,21,5,27,59,20.00
studyroom,2017,8,21,5,29,0,19.94
studyroom,2017,8,21,5,30,1,20.00
studyroom,2017,8,21,5,31,2,20.00
studyroom,2017,8,21,5,32,3,20.00
studyroom,2017,8,21,5,33,4,20.00
studyroom,2017,8,21,5,34,6,20.00
studyroom,2017,8,21,5,35,7,20.00
studyroom,2017,8,21,5,36,8,20.00
studyroom,2017,8,21,5,37,9,20.00
studyroom,2017,8,21,5,38,10,20.00
studyroom,2017,8,21,5,39,11,19.94
studyroom,2017,8,21,5,40,12,20.00
studyroom,2017,8,21,5,41,13,19.94
studyroom,2017,8,21,5,42,14,20.00
studyroom,2017,8,21,5,43,16,20.00
studyroom,2017,8,21,5,44,17,19.94
studyroom,2017,8,21,5,45,18,19.94
studyroom,2017,8,21,5,46,19,20.00
studyroom,2017,8,21,5,47,20,19.94
studyroom,2017,8,21,5,48,21,20.00
studyroom,2017,8,21,5,49,22,20.00
studyroom,2017,8,21,5,50,24,19.94
studyroom,2017,8,21,5,51,25,19.94
studyroom,2017,8,21,5,52,26,19.94
studyroom,2017,8,21,5,53,27,19.94
studyroom,2017,8,21,5,54,28,19.94
studyroom,2017,8,21,5,55,29,19.94
studyroom,2017,8,21,5,56,30,19.94
studyroom,2017,8,21,5,57,32,19.94
studyroom,2017,8,21,5,58,33,19.94
studyroom,2017,8,21,5,59,34,19.94
studyroom,2017,8,21,6,0,35,19.94
studyroom,2017,8,21,6,1,36,19.94
studyroom,2017,8,21,6,2,37,20.00
studyroom,2017,8,21,6,3,39,19.94
studyroom,2017,8,21,6,4,40,19.94
studyroom,2017,8,21,6,5,41,20.00
studyroom,2017,8,21,6,6,42,20.00
studyroom,2017,8,21,6,7,43,19.94
studyroom,2017,8,21,6,8,44,20.00
studyroom,2017,8,21,6,9,46,20.00
studyroom,2017,8,21,6,10,47,19.94
studyroom,2017,8,21,6,11,48,20.00
studyroom,2017,8,21,6,12,49,20.00
studyroom,2017,8,21,6,13,50,20.06
studyroom,2017,8,21,6,14,51,20.00
studyroom,2017,8,21,6,15,52,19.94
studyroom,2017,8,21,6,16,54,19.94
studyroom,2017,8,21,6,17,55,19.94
studyroom,2017,8,21,6,18,56,19.94
studyroom,2017,8,21,6,19,57,19.94
studyroom,2017,8,21,6,20,58,19.94
studyroom,2017,8,21,6,22,0,19.94
studyroom,2017,8,21,6,23,1,19.94
studyroom,2017,8,21,6,24,2,19.94
studyroom,2017,8,21,6,25,3,19.94
studyroom,2017,8,21,6,26,4,19.94
studyroom,2017,8,21,6,27,5,19.94
studyroom,2017,8,21,6,28,7,19.94
studyroom,2017,8,21,6,29,8,19.94
studyroom,2017,8,21,6,30,9,19.94
studyroom,2017,8,21,6,31,10,19.94
studyroom,2017,8,21,6,32,11,19.94
studyroom,2017,8,21,6,33,12,19.94
studyroom,2017,8,21,6,34,14,19.94
studyroom,2017,8,21,6,35,15,19.94
studyroom,2017,8,21,6,36,16,19.94
studyroom,2017,8,21,6,37,17,19.94
studyroom,2017,8,21,6,38,18,19.94
studyroom,2017,8,21,6,39,20,19.94
studyroom,2017,8,21,6,40,21,19.94
studyroom,2017,8,21,6,41,22,19.94
studyroom,2017,8,21,6,42,23,19.94
studyroom,2017,8,21,6,43,24,19.94
studyroom,2017,8,21,6,44,25,19.94
studyroom,2017,8,21,6,45,27,19.94
studyroom,2017,8,21,6,46,28,19.94
studyroom,2017,8,21,6,47,29,19.94
